"city","state","idhm","income","longevity","education","year"
"Pérola","PR",0.694,0.611,0.721,0.75,1991
"Pérola d'Oeste","PR",0.708,0.611,0.726,0.788,1991
"Pirapetinga","MG",0.666,0.576,0.706,0.715,1991
"Piraúba","MG",0.66,0.547,0.715,0.717,1991
"Rianápolis","GO",0.664,0.589,0.661,0.741,1991
"Salgado Filho","PR",0.657,0.554,0.722,0.695,1991
"Seropédica","RJ",0.688,0.611,0.668,0.786,1991
"Sidrolândia","MS",0.699,0.64,0.717,0.741,1991
"Silvianópolis","MG",0.67,0.613,0.721,0.677,1991
"Tesouro","MT",0.634,0.579,0.654,0.67,1991
"Trindade","GO",0.695,0.61,0.718,0.757,1991
"Turuçu","RS",0.74,0.725,0.734,0.761,1991
"Vale do Sol","RS",0.675,0.582,0.719,0.724,1991
"Água Clara","MS",0.66,0.62,0.709,0.652,1991
"Alto Caparaó","MG",0.656,0.607,0.678,0.682,1991
"Arroio Grande","RS",0.696,0.627,0.681,0.781,1991
"Bananal","SP",0.676,0.617,0.63,0.781,1991
"Bom Jardim da Serra","SC",0.669,0.59,0.694,0.723,1991
"Buriti Alegre","GO",0.675,0.655,0.648,0.722,1991
"Campo Florido","MG",0.709,0.673,0.719,0.735,1991
"Guaraci","SP",0.699,0.645,0.7,0.752,1991
"Gurinhatã","MG",0.681,0.595,0.729,0.719,1991
"Ilicínea","MG",0.687,0.591,0.752,0.717,1991
"Ipameri","GO",0.691,0.615,0.7,0.757,1991
"Iraí de Minas","MG",0.706,0.67,0.686,0.761,1991
"Onça de Pitangui","MG",0.66,0.559,0.74,0.68,1991
"Paineiras","MG",0.66,0.571,0.698,0.712,1991
"Pirapora","MG",0.711,0.628,0.695,0.809,1991
"Potim","SP",0.755,0.756,0.712,0.798,1991
"Quevedos","RS",0.653,0.535,0.723,0.701,1991
"Raposos","MG",0.711,0.616,0.726,0.791,1991
"Riozinho","RS",0.671,0.584,0.733,0.696,1991
"Santa Isabel do Ivaí","PR",0.679,0.588,0.691,0.757,1991
"São Francisco","SP",0.699,0.591,0.776,0.729,1991
"São João do Sul","SC",0.688,0.601,0.729,0.733,1991
"Três Barras","SC",0.667,0.57,0.653,0.778,1991
"Turvolândia","MG",0.675,0.594,0.743,0.689,1991
"Uruana","GO",0.703,0.643,0.749,0.716,1991
"Vera Cruz","SP",0.705,0.653,0.676,0.786,1991
"Alvorada do Sul","PR",0.695,0.616,0.739,0.729,1991
"Aquidauana","MS",0.696,0.63,0.697,0.761,1991
"Barão de Cocais","MG",0.689,0.602,0.678,0.788,1991
"Brasilândia","MS",0.643,0.611,0.67,0.647,1991
"Brasnorte","MT",0.674,0.656,0.711,0.655,1991
"Cabedelo","PB",0.646,0.588,0.654,0.696,1991
"Conceição dos Ouros","MG",0.68,0.584,0.736,0.72,1991
"Embaúba","SP",0.741,0.712,0.763,0.747,1991
"Entre Rios do Sul","RS",0.665,0.583,0.665,0.747,1991
"Guaimbê","SP",0.714,0.653,0.742,0.748,1991
"Guarani d'Oeste","SP",0.7,0.617,0.712,0.77,1991
"Guarantã do Norte","MT",0.664,0.639,0.646,0.707,1991
"Iguape","SP",0.701,0.626,0.711,0.767,1991
"Jacinto Machado","SC",0.688,0.6,0.729,0.736,1991
"Jaguariaíva","PR",0.679,0.657,0.623,0.757,1991
"Linhares","ES",0.674,0.62,0.656,0.747,1991
"Macedônia","SP",0.684,0.617,0.654,0.78,1991
"Palma Sola","SC",0.664,0.549,0.71,0.734,1991
"Piacatu","SP",0.676,0.604,0.721,0.703,1991
"Piedade","SP",0.685,0.649,0.677,0.73,1991
"Piranguinho","MG",0.667,0.563,0.69,0.748,1991
"Restinga","SP",0.688,0.63,0.688,0.745,1991
"Rinópolis","SP",0.67,0.601,0.676,0.734,1991
"São Francisco de Paula","RS",0.697,0.65,0.678,0.762,1991
"Sapucaí-Mirim","MG",0.644,0.581,0.699,0.651,1991
"Teodoro Sampaio","SP",0.705,0.657,0.695,0.763,1991
"Vazante","MG",0.686,0.617,0.662,0.779,1991
"Aperibé","RJ",0.676,0.573,0.7,0.756,1991
"Araruama","RJ",0.672,0.62,0.676,0.72,1991
"Bandeirantes","PR",0.678,0.629,0.66,0.744,1991
"Caicó","RN",0.659,0.6,0.661,0.717,1991
"Candelária","RS",0.677,0.601,0.7,0.731,1991
"Cardoso","SP",0.694,0.657,0.661,0.764,1991
"Catas Altas","MG",0.668,0.575,0.678,0.751,1991
"Coimbra","MG",0.642,0.55,0.665,0.712,1991
"Cumari","GO",0.681,0.593,0.676,0.773,1991
"Guariba","SP",0.709,0.669,0.717,0.74,1991
"Luziânia","GO",0.678,0.636,0.663,0.736,1991
"Parisi","SP",0.663,0.585,0.675,0.728,1991
"Piratini","RS",0.67,0.57,0.753,0.686,1991
"Porto dos Gaúchos","MT",0.645,0.622,0.585,0.729,1991
"Prado Ferreira","PR",0.638,0.552,0.67,0.693,1991
"Santa Rita do Araguaia","GO",0.682,0.662,0.644,0.741,1991
"São José do Alegre","MG",0.674,0.58,0.698,0.745,1991
"São Pedro do Turvo","SP",0.696,0.592,0.754,0.742,1991
"Sarapuí","SP",0.681,0.613,0.68,0.749,1991
"Sério","RS",0.675,0.576,0.759,0.691,1991
"Três Forquilhas","RS",0.666,0.561,0.763,0.674,1991
"Araújos","MG",0.681,0.599,0.711,0.733,1991
"Bela Vista","MS",0.709,0.655,0.704,0.769,1991
"Boa Esperança do Sul","SP",0.692,0.658,0.668,0.749,1991
"Butiá","RS",0.7,0.606,0.704,0.791,1991
"Cacoal","RO",0.673,0.629,0.667,0.722,1991
"Canápolis","MG",0.68,0.607,0.727,0.707,1991
"Cosmorama","SP",0.685,0.628,0.675,0.753,1991
"Cristal","RS",0.718,0.659,0.771,0.723,1991
"Cruzeiro do Sul","PR",0.667,0.586,0.704,0.711,1991
"Curvelo","MG",0.685,0.613,0.692,0.751,1991
"Doresópolis","MG",0.688,0.588,0.727,0.748,1991
"Espírito Santo do Turvo","SP",0.68,0.64,0.667,0.734,1991
"Guia Lopes da Laguna","MS",0.656,0.577,0.669,0.723,1991
"Joaquim Távora","PR",0.656,0.597,0.644,0.728,1991
"Júlio Mesquita","SP",0.653,0.589,0.657,0.713,1991
"Juruaia","MG",0.69,0.587,0.741,0.743,1991
"Lagoa Vermelha","RS",0.704,0.628,0.678,0.807,1991
"Lutécia","SP",0.688,0.618,0.701,0.744,1991
"Morretes","PR",0.667,0.612,0.611,0.778,1991
"Palmeira","SC",0.659,0.562,0.709,0.707,1991
"Paranapanema","SP",0.68,0.637,0.659,0.745,1991
"Pedra do Indaiá","MG",0.666,0.594,0.727,0.678,1991
"Piracanjuba","GO",0.714,0.668,0.683,0.792,1991
"Populina","SP",0.707,0.638,0.74,0.743,1991
"Porto Vera Cruz","RS",0.68,0.512,0.758,0.771,1991
"Quadra","SP",0.683,0.609,0.718,0.723,1991
"Rio Paranaíba","MG",0.691,0.612,0.736,0.726,1991
"Santa Cruz de Minas","MG",0.651,0.54,0.659,0.754,1991
"Tiros","MG",0.671,0.596,0.711,0.705,1991
"Trabiju","SP",0.658,0.63,0.659,0.684,1991
"Tucuruí","PA",0.679,0.588,0.664,0.784,1991
"Alfredo Chaves","ES",0.684,0.6,0.718,0.734,1991
"Ametista do Sul","RS",0.657,0.54,0.721,0.709,1991
"Aparecida do Rio Doce","GO",0.632,0.59,0.687,0.619,1991
"Araputanga","MT",0.68,0.641,0.651,0.748,1991
"Bom Progresso","RS",0.666,0.534,0.725,0.74,1991
"Bom Sucesso","MG",0.665,0.567,0.721,0.706,1991
"Bonfinópolis de Minas","MG",0.663,0.589,0.697,0.704,1991
"Caratinga","MG",0.659,0.597,0.664,0.717,1991
"Cristais","MG",0.676,0.598,0.749,0.681,1991
"Herval","RS",0.7,0.598,0.748,0.755,1991
"Inhacorá","RS",0.679,0.575,0.762,0.699,1991
"Juquitiba","SP",0.668,0.628,0.703,0.674,1991
"Lapa","PR",0.678,0.601,0.666,0.766,1991
"Lucianópolis","SP",0.683,0.582,0.725,0.742,1991
"Mangueirinha","PR",0.632,0.528,0.651,0.718,1991
"Manoel Viana","RS",0.689,0.584,0.714,0.768,1991
"Marechal Floriano","ES",0.657,0.596,0.667,0.709,1991
"Nova Prata do Iguaçu","PR",0.668,0.579,0.703,0.723,1991
"Paulicéia","SP",0.672,0.613,0.671,0.732,1991
"Paulo de Faria","SP",0.708,0.675,0.685,0.765,1991
"Pimenta Bueno","RO",0.663,0.634,0.616,0.738,1991
"Pitangueiras","PR",0.652,0.553,0.69,0.713,1991
"Ribeirão dos Índios","SP",0.708,0.634,0.752,0.738,1991
"Rio Branco","AC",0.703,0.673,0.677,0.76,1991
"Rio Pardo","RS",0.704,0.636,0.696,0.78,1991
"Sabáudia","PR",0.689,0.602,0.723,0.742,1991
"Santa Clara d'Oeste","SP",0.706,0.6,0.769,0.748,1991
"Santa Luzia","MG",0.686,0.605,0.651,0.802,1991
"Santo Antônio de Pádua","RJ",0.694,0.624,0.733,0.725,1991
"Santo Antônio do Aracanguá","SP",0.688,0.609,0.697,0.757,1991
"São João das Duas Pontes","SP",0.689,0.601,0.713,0.753,1991
"São João do Pau d'Alho","SP",0.676,0.596,0.667,0.765,1991
"São Jorge d'Oeste","PR",0.654,0.541,0.646,0.774,1991
"São José do Rio Claro","MT",0.689,0.681,0.712,0.675,1991
"São Luís do Paraitinga","SP",0.689,0.602,0.763,0.703,1991
"São Miguel da Boa Vista","SC",0.664,0.524,0.71,0.759,1991
"São Simão","GO",0.624,0.586,0.575,0.712,1991
"Tombos","MG",0.678,0.596,0.718,0.72,1991
"Boqueirão do Leão","RS",0.677,0.626,0.686,0.719,1991
"Cachoeira Dourada","MG",0.669,0.589,0.724,0.695,1991
"Canas","SP",0.7,0.582,0.735,0.784,1991
"Comendador Levy Gasparian","RJ",0.692,0.597,0.715,0.765,1991
"Duque de Caxias","RJ",0.7,0.636,0.669,0.796,1991
"Engenheiro Paulo de Frontin","RJ",0.69,0.605,0.673,0.791,1991
"Igarapé","MG",0.693,0.603,0.721,0.755,1991
"Japaraíba","MG",0.659,0.559,0.653,0.764,1991
"Ji-Paraná","RO",0.68,0.625,0.659,0.756,1991
"Kaloré","PR",0.677,0.615,0.713,0.703,1991
"Laranjeiras do Sul","PR",0.676,0.656,0.609,0.763,1991
"Marmeleiro","PR",0.683,0.585,0.713,0.751,1991
"Matupá","MT",0.686,0.699,0.601,0.758,1991
"Painel","SC",0.666,0.572,0.709,0.718,1991
"Palminópolis","GO",0.647,0.594,0.633,0.713,1991
"Piên","PR",0.669,0.581,0.66,0.765,1991
"Pontes e Lacerda","MT",0.671,0.645,0.675,0.694,1991
"Pouso Alto","MG",0.678,0.604,0.719,0.712,1991
"Rolim de Moura","RO",0.655,0.594,0.665,0.707,1991
"Santana da Ponte Pensa","SP",0.69,0.588,0.717,0.766,1991
"São José da Bela Vista","SP",0.714,0.671,0.741,0.731,1991
"São José das Missões","RS",0.65,0.517,0.729,0.704,1991
"São Tomás de Aquino","MG",0.684,0.615,0.731,0.707,1991
"Siqueira Campos","PR",0.674,0.606,0.716,0.699,1991
"Sobradinho","RS",0.684,0.645,0.647,0.761,1991
"Visconde do Rio Branco","MG",0.66,0.608,0.636,0.736,1991
"Anhumas","SP",0.701,0.608,0.74,0.755,1991
"Aporé","GO",0.652,0.601,0.676,0.678,1991
"Ariquemes","RO",0.66,0.629,0.614,0.738,1991
"Cachoeiras de Macacu","RJ",0.664,0.594,0.685,0.713,1991
"Campos dos Goytacazes","RJ",0.684,0.649,0.625,0.778,1991
"Cariri do Tocantins","TO",0.613,0.546,0.658,0.636,1991
"Coqueiral","MG",0.681,0.585,0.724,0.734,1991
"Córrego Danta","MG",0.666,0.594,0.69,0.713,1991
"Delfinópolis","MG",0.659,0.598,0.703,0.677,1991
"Dores do Indaiá","MG",0.7,0.673,0.711,0.716,1991
"Fundão","ES",0.679,0.631,0.656,0.749,1991
"Guapé","MG",0.67,0.572,0.717,0.722,1991
"Ivaté","PR",0.64,0.556,0.652,0.712,1991
"Jupiá","SC",0.641,0.51,0.727,0.687,1991
"Lagoinha","SP",0.666,0.585,0.686,0.728,1991
"Laguna Carapã","MS",0.667,0.592,0.746,0.663,1991
"Major Vieira","SC",0.668,0.548,0.72,0.736,1991
"Mata","RS",0.708,0.607,0.752,0.765,1991
"Minduri","MG",0.672,0.562,0.688,0.765,1991
"Novo Horizonte","SC",0.656,0.565,0.675,0.729,1991
"Oscar Bressane","SP",0.72,0.652,0.729,0.779,1991
"Paial","SC",0.684,0.548,0.706,0.797,1991
"Pinheiro Machado","RS",0.691,0.625,0.686,0.763,1991
"Ponte Alta do Norte","SC",0.66,0.595,0.716,0.67,1991
"Prudente de Morais","MG",0.687,0.563,0.718,0.78,1991
"Rio Preto","MG",0.682,0.599,0.727,0.72,1991
"Rio Verde de Mato Grosso","MS",0.657,0.605,0.655,0.711,1991
"Santa Rita d'Oeste","SP",0.717,0.62,0.763,0.769,1991
"São Luís de Montes Belos","GO",0.669,0.624,0.6,0.782,1991
"Ubarana","SP",0.694,0.613,0.77,0.7,1991
"Arvoredo","SC",0.699,0.618,0.766,0.713,1991
"Cajati","SP",0.7,0.605,0.773,0.723,1991
"Campos Gerais","MG",0.662,0.596,0.69,0.699,1991
"Capim Branco","MG",0.695,0.602,0.701,0.782,1991
"Capitão Leônidas Marques","PR",0.66,0.559,0.7,0.722,1991
"Cerejeiras","RO",0.662,0.616,0.638,0.732,1991
"Conceição das Pedras","MG",0.676,0.606,0.743,0.68,1991
"Cruzeiro do Oeste","PR",0.662,0.609,0.652,0.724,1991
"Emilianópolis","SP",0.679,0.609,0.693,0.735,1991
"Fátima do Sul","MS",0.694,0.648,0.665,0.769,1991
"Itamarati de Minas","MG",0.66,0.566,0.706,0.709,1991
"Itutinga","MG",0.677,0.586,0.676,0.77,1991
"Jari","RS",0.674,0.532,0.766,0.724,1991
"Juatuba","MG",0.655,0.568,0.651,0.745,1991
"Juruena","MT",0.732,0.73,0.711,0.755,1991
"Limeira do Oeste","MG",0.632,0.564,0.7,0.632,1991
"Naviraí","MS",0.696,0.651,0.716,0.721,1991
"Paranaiguara","GO",0.681,0.66,0.678,0.704,1991
"Princesa","SC",0.658,0.52,0.71,0.744,1991
"Ribeirão Corrente","SP",0.701,0.618,0.737,0.749,1991
"Santa Mariana","PR",0.658,0.629,0.66,0.684,1991
"São Domingos do Prata","MG",0.659,0.559,0.678,0.741,1991
"São Roque do Canaã","ES",0.657,0.564,0.708,0.7,1991
"Taiaçu","SP",0.704,0.675,0.717,0.719,1991
"Uraí","PR",0.674,0.655,0.643,0.723,1991
"Xambrê","PR",0.634,0.54,0.652,0.711,1991
"Alto Piquiri","PR",0.619,0.562,0.63,0.665,1991
"Anita Garibaldi","SC",0.633,0.505,0.724,0.671,1991
"Astorga","PR",0.705,0.657,0.684,0.774,1991
"Biritiba-Mirim","SP",0.7,0.667,0.67,0.764,1991
"Bom Jesus","RS",0.676,0.608,0.663,0.758,1991
"Bom Repouso","MG",0.668,0.602,0.744,0.658,1991
"Campinorte","GO",0.667,0.567,0.705,0.729,1991
"Cariacica","ES",0.673,0.618,0.617,0.783,1991
"Carrancas","MG",0.662,0.57,0.661,0.754,1991
"Caseiros","RS",0.67,0.578,0.688,0.743,1991
"Centralina","MG",0.683,0.597,0.675,0.776,1991
"Colíder","MT",0.622,0.583,0.613,0.67,1991
"Cordislândia","MG",0.667,0.591,0.721,0.69,1991
"Delta","MG",0.699,0.626,0.719,0.753,1991
"Dom Bosco","MG",0.647,0.554,0.697,0.69,1991
"Formosa","GO",0.698,0.682,0.647,0.766,1991
"Guarará","MG",0.654,0.579,0.664,0.719,1991
"Iepê","SP",0.697,0.632,0.698,0.761,1991
"Iporã","PR",0.672,0.588,0.699,0.73,1991
"Itariri","SP",0.694,0.642,0.679,0.762,1991
"Jacuí","MG",0.656,0.585,0.676,0.707,1991
"Lagoa Formosa","MG",0.689,0.606,0.743,0.717,1991
"Martinópolis","SP",0.702,0.675,0.654,0.778,1991
"Mombuca","SP",0.712,0.693,0.726,0.716,1991
"Montes Claros de Goiás","GO",0.656,0.624,0.649,0.695,1991
"Mossâmedes","GO",0.655,0.562,0.71,0.693,1991
"Porto Nacional","TO",0.678,0.629,0.64,0.765,1991
"Querência","MT",0.631,0.655,0.673,0.564,1991
"Rochedo de Minas","MG",0.66,0.562,0.717,0.702,1991
"Santo Antônio do Caiuá","PR",0.654,0.587,0.702,0.674,1991
"São Manuel do Paraná","PR",0.645,0.531,0.696,0.709,1991
"Severínia","SP",0.725,0.726,0.725,0.724,1991
"Uchoa","SP",0.703,0.682,0.686,0.741,1991
"Araguaína","TO",0.685,0.647,0.647,0.762,1991
"Brazabrantes","GO",0.661,0.576,0.69,0.716,1991
"Cabo Verde","MG",0.653,0.61,0.654,0.695,1991
"Campo do Meio","MG",0.671,0.616,0.683,0.715,1991
"Carmópolis de Minas","MG",0.664,0.549,0.721,0.723,1991
"Cidade Gaúcha","PR",0.646,0.609,0.591,0.738,1991
"Conceição do Pará","MG",0.671,0.569,0.698,0.745,1991
"Cristalândia","TO",0.662,0.616,0.641,0.728,1991
"Gramado Xavier","RS",0.647,0.584,0.669,0.689,1991
"Indianópolis","PR",0.665,0.571,0.696,0.727,1991
"Juína","MT",0.666,0.665,0.614,0.718,1991
"Maripá de Minas","MG",0.667,0.6,0.664,0.736,1991
"Minaçu","GO",0.66,0.6,0.628,0.752,1991
"Pontes Gestal","SP",0.682,0.598,0.675,0.774,1991
"Ribeirão das Neves","MG",0.674,0.575,0.677,0.771,1991
"Roque Gonzales","RS",0.679,0.554,0.717,0.765,1991
"Salto do Jacuí","RS",0.677,0.627,0.657,0.747,1991
"Santana da Vargem","MG",0.664,0.621,0.646,0.726,1991
"Santo Antônio de Goiás","GO",0.651,0.535,0.71,0.707,1991
"Timburi","SP",0.644,0.573,0.653,0.707,1991
"Vale Verde","RS",0.692,0.594,0.776,0.705,1991
"Alambari","SP",0.691,0.634,0.688,0.75,1991
"Araçaí","MG",0.679,0.59,0.679,0.769,1991
"Aragarças","GO",0.653,0.591,0.601,0.768,1991
"Assaí","PR",0.681,0.659,0.643,0.742,1991
"Avaí","SP",0.651,0.587,0.63,0.737,1991
"Brejo Alegre","SP",0.654,0.617,0.675,0.67,1991
"Capela do Alto","SP",0.705,0.645,0.715,0.754,1991
"Cedro do Abaeté","MG",0.65,0.541,0.717,0.693,1991
"Descoberto","MG",0.661,0.567,0.704,0.711,1991
"Diamantina","MG",0.674,0.594,0.686,0.742,1991
"Esmeraldas","MG",0.653,0.568,0.677,0.713,1991
"Feliz Natal","MT",0.661,0.715,0.712,0.556,1991
"Fernão","SP",0.64,0.54,0.652,0.728,1991
"Itabuna","BA",0.654,0.627,0.607,0.727,1991
"Itaguaçu","ES",0.668,0.577,0.708,0.718,1991
"Jeriquara","SP",0.685,0.624,0.722,0.709,1991
"João Pinheiro","MG",0.659,0.599,0.68,0.699,1991
"Leoberto Leal","SC",0.673,0.59,0.74,0.689,1991
"Martinho Campos","MG",0.676,0.589,0.702,0.736,1991
"Miracatu","SP",0.706,0.678,0.726,0.713,1991
"Muitos Capões","RS",0.67,0.584,0.689,0.738,1991
"Nova Esperança","PR",0.681,0.657,0.644,0.743,1991
"Porto Rico","PR",0.64,0.556,0.656,0.708,1991
"Romelândia","SC",0.672,0.536,0.71,0.769,1991
"Rubiataba","GO",0.649,0.594,0.605,0.749,1991
"Salesópolis","SP",0.695,0.649,0.69,0.745,1991
"São Bernardino","SC",0.634,0.482,0.698,0.721,1991
"Sarzedo","MG",0.687,0.593,0.726,0.742,1991
"Terra Nova do Norte","MT",0.641,0.607,0.611,0.705,1991
"Albertina","MG",0.675,0.635,0.744,0.646,1991
"Cacequi","RS",0.697,0.616,0.671,0.803,1991
"Camaragibe","PE",0.681,0.571,0.727,0.744,1991
"Cana Verde","MG",0.634,0.552,0.678,0.672,1991
"Cezarina","GO",0.651,0.603,0.616,0.734,1991
"Conceição do Rio Verde","MG",0.665,0.585,0.719,0.691,1991
"Coronel Martins","SC",0.63,0.506,0.694,0.69,1991
"Dionísio Cerqueira","SC",0.69,0.584,0.733,0.753,1991
"Estiva","MG",0.68,0.615,0.744,0.681,1991
"Estrela do Sul","MG",0.68,0.593,0.728,0.72,1991
"Flora Rica","SP",0.687,0.612,0.731,0.718,1991
"Guapirama","PR",0.671,0.579,0.725,0.709,1991
"Itajá","GO",0.66,0.64,0.663,0.677,1991
"Itapeva","MG",0.71,0.665,0.766,0.7,1991
"Maximiliano de Almeida","RS",0.673,0.601,0.658,0.76,1991
"Nepomuceno","MG",0.665,0.625,0.661,0.71,1991
"Nova Fátima","PR",0.662,0.631,0.66,0.694,1991
"Olímpio Noronha","MG",0.659,0.586,0.695,0.696,1991
"Petrolina","PE",0.668,0.609,0.659,0.735,1991
"Pinheirinho do Vale","RS",0.666,0.536,0.734,0.727,1991
"Porto Lucena","RS",0.663,0.541,0.672,0.777,1991
"Primeiro de Maio","PR",0.681,0.606,0.721,0.717,1991
"Quedas do Iguaçu","PR",0.681,0.57,0.724,0.748,1991
"Ribeirão Claro","PR",0.683,0.609,0.726,0.713,1991
"Rio Brilhante","MS",0.697,0.691,0.664,0.737,1991
"Santa Helena de Goiás","GO",0.686,0.658,0.678,0.721,1991
"São José da Lapa","MG",0.702,0.614,0.688,0.804,1991
"Tucumã","PA",0.606,0.604,0.609,0.604,1991
"Vespasiano","MG",0.677,0.591,0.669,0.77,1991
"Vitória Brasil","SP",0.704,0.604,0.753,0.756,1991
"Arceburgo","MG",0.667,0.621,0.666,0.715,1991
"Barbosa","SP",0.682,0.616,0.694,0.735,1991
"Biquinhas","MG",0.655,0.547,0.717,0.7,1991
"Bom Jesus do Itabapoana","RJ",0.662,0.6,0.632,0.754,1991
"Borebi","SP",0.698,0.627,0.717,0.749,1991
"Castanhal","PA",0.673,0.598,0.652,0.768,1991
"Estrela do Norte","GO",0.649,0.56,0.652,0.734,1991
"Fazenda Nova","GO",0.658,0.588,0.671,0.716,1991
"Goioerê","PR",0.678,0.655,0.638,0.74,1991
"Guareí","SP",0.672,0.663,0.634,0.72,1991
"Ibiúna","SP",0.673,0.673,0.639,0.708,1991
"Itaguaru","GO",0.656,0.59,0.669,0.709,1991
"Jandaia","GO",0.663,0.616,0.658,0.714,1991
"Magé","RJ",0.663,0.591,0.64,0.758,1991
"Matos Costa","SC",0.692,0.568,0.75,0.758,1991
"Nazaré Paulista","SP",0.676,0.656,0.714,0.657,1991
"Paiçandu","PR",0.66,0.591,0.666,0.722,1991
"Pequeri","MG",0.676,0.621,0.624,0.784,1991
"Recreio","MG",0.695,0.648,0.706,0.731,1991
"Renascença","PR",0.695,0.614,0.722,0.748,1991
"Santa Cecília","SC",0.674,0.62,0.685,0.718,1991
"Santarém","PA",0.661,0.551,0.643,0.788,1991
"Santo Antônio da Barra","GO",0.623,0.578,0.722,0.569,1991
"São Sebastião do Oeste","MG",0.657,0.542,0.698,0.731,1991
"Tabaí","RS",0.657,0.569,0.687,0.715,1991
"Terra Rica","PR",0.703,0.65,0.728,0.732,1991
"Tiradentes do Sul","RS",0.67,0.516,0.754,0.741,1991
"Unistalda","RS",0.672,0.532,0.766,0.717,1991
"Alcinópolis","MS",0.646,0.687,0.653,0.597,1991
"Alegria","RS",0.674,0.566,0.72,0.737,1991
"Almeirim","PA",0.662,0.61,0.693,0.682,1991
"Areiópolis","SP",0.688,0.639,0.717,0.707,1991
"Barroso","MG",0.694,0.576,0.711,0.796,1991
"Brasilândia de Minas","MG",0.622,0.557,0.647,0.661,1991
"Califórnia","PR",0.645,0.589,0.612,0.733,1991
"Carmo da Cachoeira","MG",0.641,0.592,0.652,0.68,1991
"Cruzília","MG",0.676,0.598,0.688,0.743,1991
"Dobrada","SP",0.719,0.682,0.75,0.725,1991
"Firminópolis","GO",0.664,0.621,0.6,0.771,1991
"Gália","SP",0.655,0.607,0.662,0.695,1991
"Glória de Dourados","MS",0.665,0.592,0.662,0.74,1991
"Itapeva","SP",0.688,0.656,0.639,0.77,1991
"Mamborê","PR",0.66,0.643,0.607,0.73,1991
"Marilândia","ES",0.682,0.595,0.724,0.727,1991
"Mateus Leme","MG",0.672,0.608,0.654,0.754,1991
"Monte Santo de Minas","MG",0.672,0.623,0.654,0.738,1991
"Nova Alvorada do Sul","MS",0.667,0.644,0.664,0.694,1991
"Pantano Grande","RS",0.686,0.627,0.696,0.735,1991
"Perobal","PR",0.653,0.546,0.709,0.704,1991
"Pompéu","MG",0.669,0.613,0.711,0.684,1991
"Pratânia","SP",0.681,0.643,0.658,0.743,1991
"Rodeiro","MG",0.641,0.529,0.709,0.686,1991
"Saltinho","SC",0.634,0.505,0.706,0.691,1991
"Santa Rosa da Serra","MG",0.641,0.552,0.698,0.673,1991
"Santa Terezinha do Progresso","SC",0.625,0.474,0.706,0.696,1991
"Santo Antônio da Platina","PR",0.662,0.626,0.637,0.723,1991
"São José do Calçado","ES",0.657,0.575,0.686,0.71,1991
"São Pedro da União","MG",0.63,0.553,0.657,0.681,1991
"São Pedro do Ivaí","PR",0.696,0.611,0.735,0.742,1991
"Serra do Salitre","MG",0.694,0.643,0.723,0.715,1991
"Serrania","MG",0.666,0.621,0.674,0.702,1991
"Bela Vista de Goiás","GO",0.696,0.633,0.718,0.738,1991
"Carmo de Minas","MG",0.663,0.593,0.719,0.677,1991
"Entre Rios de Minas","MG",0.665,0.542,0.706,0.747,1991
"Erval Grande","RS",0.628,0.553,0.624,0.707,1991
"Esperança Nova","PR",0.628,0.492,0.648,0.743,1991
"Faxinalzinho","RS",0.62,0.533,0.587,0.739,1991
"Guarda-Mor","MG",0.668,0.644,0.662,0.699,1991
"Heitoraí","GO",0.658,0.577,0.665,0.733,1991
"Itaquaquecetuba","SP",0.704,0.648,0.67,0.795,1991
"Palma","MG",0.663,0.571,0.702,0.717,1991
"Piquerobi","SP",0.692,0.619,0.72,0.736,1991
"Piraquara","PR",0.706,0.655,0.684,0.78,1991
"Planalto","SP",0.707,0.635,0.728,0.758,1991
"Pracinha","SP",0.662,0.567,0.744,0.676,1991
"Redenção","PA",0.663,0.603,0.693,0.692,1991
"Santana do Deserto","MG",0.66,0.559,0.717,0.704,1991
"São Gonçalo do Pará","MG",0.662,0.59,0.648,0.749,1991
"Terra Boa","PR",0.667,0.58,0.709,0.712,1991
"Trindade do Sul","RS",0.644,0.496,0.735,0.702,1991
"Alecrim","RS",0.686,0.544,0.718,0.795,1991
"Aloândia","GO",0.675,0.583,0.662,0.781,1991
"Altãnia","PR",0.663,0.578,0.652,0.76,1991
"Alto Horizonte","GO",0.612,0.55,0.621,0.665,1991
"Alto Paraná","PR",0.684,0.596,0.728,0.727,1991
"Arambaré","RS",0.627,0.582,0.616,0.682,1991
"Barão do Triunfo","RS",0.684,0.562,0.776,0.713,1991
"Barra Bonita","SC",0.653,0.504,0.721,0.733,1991
"Cabrália Paulista","SP",0.688,0.627,0.672,0.766,1991
"Canguçu","RS",0.663,0.586,0.693,0.709,1991
"Carmo da Mata","MG",0.662,0.572,0.68,0.734,1991
"Dona Euzébia","MG",0.644,0.563,0.648,0.722,1991
"Goianésia","GO",0.671,0.618,0.67,0.724,1991
"Guaçuí","ES",0.653,0.626,0.607,0.726,1991
"Guajará-Mirim","RO",0.706,0.665,0.662,0.791,1991
"Irati","PR",0.677,0.601,0.638,0.792,1991
"Itaguara","MG",0.67,0.601,0.673,0.736,1991
"Itamaracá","PE",0.653,0.576,0.703,0.68,1991
"Maçambara","RS",0.66,0.574,0.686,0.721,1991
"Miracema do Tocantins","TO",0.697,0.705,0.666,0.719,1991
"Monte Castelo","SP",0.681,0.591,0.699,0.752,1991
