"name","state","idhm","income","longevity","education","year"
"Sambaíba","MA",0.609,0.465,0.639,0.722,2000
"Santa Cruz da Vitória","BA",0.609,0.505,0.651,0.67,2000
"Santana do Cariri","CE",0.609,0.454,0.693,0.681,2000
"São Domingos do Azeitão","MA",0.609,0.474,0.617,0.735,2000
"São José do Peixe","PI",0.609,0.492,0.645,0.691,2000
"Boqueirão","PB",0.608,0.526,0.591,0.708,2000
"Conceição","PB",0.608,0.5,0.667,0.657,2000
"Igaracy","PB",0.608,0.485,0.656,0.683,2000
"Itambé","BA",0.608,0.499,0.635,0.69,2000
"Itapitanga","BA",0.608,0.511,0.651,0.663,2000
"Lamarão","BA",0.608,0.5,0.657,0.668,2000
"Morrinhos","CE",0.608,0.472,0.654,0.697,2000
"Portel","PA",0.608,0.528,0.721,0.574,2000
"Porto Alegre do Piauí","PI",0.608,0.449,0.663,0.712,2000
"Prata","PB",0.608,0.534,0.598,0.691,2000
"Riacho Frio","PI",0.608,0.489,0.616,0.718,2000
"São Miguel do Aleixo","SE",0.608,0.483,0.659,0.683,2000
"São Sebastião do Maranhão","MG",0.608,0.505,0.628,0.691,2000
"Tremedal","BA",0.608,0.502,0.674,0.649,2000
"Trizidela do Vale","MA",0.608,0.51,0.592,0.721,2000
"Una","BA",0.608,0.513,0.631,0.679,2000
"Acajutiba","BA",0.607,0.505,0.572,0.743,2000
"Alcântaras","CE",0.607,0.478,0.63,0.712,2000
"Capim Grosso","BA",0.607,0.551,0.544,0.725,2000
"Capixaba","AC",0.607,0.555,0.637,0.628,2000
"Carinhanha","BA",0.607,0.469,0.65,0.701,2000
"Cotegipe","BA",0.607,0.497,0.648,0.677,2000
"Fartura do Piauí","PI",0.607,0.482,0.636,0.704,2000
"Francisco Santos","PI",0.607,0.537,0.62,0.663,2000
"Icó","CE",0.607,0.518,0.633,0.67,2000
"Lafaiete Coutinho","BA",0.607,0.506,0.635,0.68,2000
"Lago da Pedra","MA",0.607,0.537,0.609,0.674,2000
"Piranhas","AL",0.607,0.523,0.637,0.661,2000
"Sebastião Leal","PI",0.607,0.446,0.69,0.684,2000
"Teofilândia","BA",0.607,0.516,0.63,0.676,2000
"Vera Cruz","RN",0.607,0.553,0.625,0.642,2000
"Viçosa","AL",0.607,0.526,0.641,0.653,2000
"Alcantil","PB",0.606,0.479,0.624,0.715,2000
"Barro Preto","BA",0.606,0.513,0.57,0.735,2000
"Caatiba","BA",0.606,0.478,0.648,0.693,2000
"Cupira","PE",0.606,0.544,0.653,0.62,2000
"Feira Nova","PE",0.606,0.538,0.639,0.642,2000
"General Sampaio","CE",0.606,0.452,0.664,0.701,2000
"Nova Floresta","PB",0.606,0.514,0.569,0.735,2000
"Olho d'Água das Flores","AL",0.606,0.528,0.633,0.656,2000
"Picuí","PB",0.606,0.526,0.594,0.698,2000
"Pires Ferreira","CE",0.606,0.468,0.675,0.674,2000
"Poço Branco","RN",0.606,0.477,0.663,0.677,2000
"Quixabeira","BA",0.606,0.475,0.627,0.715,2000
"São Brás","AL",0.606,0.469,0.701,0.648,2000
"Taperoá","BA",0.606,0.499,0.626,0.694,2000
"Alhandra","PB",0.605,0.507,0.64,0.669,2000
"Aquidabã","SE",0.605,0.523,0.609,0.684,2000
"Boa Vista do Tupim","BA",0.605,0.454,0.642,0.72,2000
"Caturama","BA",0.605,0.467,0.649,0.7,2000
"Catuti","MG",0.605,0.474,0.671,0.67,2000
"Divisópolis","MG",0.605,0.537,0.595,0.682,2000
"Franciscópolis","MG",0.605,0.485,0.663,0.666,2000
"Frecheirinha","CE",0.605,0.483,0.675,0.656,2000
"Indiaroba","SE",0.605,0.476,0.644,0.696,2000
"Iraquara","BA",0.605,0.486,0.57,0.759,2000
"Lagoa Real","BA",0.605,0.458,0.69,0.666,2000
"Mairi","BA",0.605,0.495,0.603,0.718,2000
"Morro do Chapéu","BA",0.605,0.552,0.544,0.719,2000
"Nova Olinda","PB",0.605,0.46,0.66,0.695,2000
"Patis","MG",0.605,0.478,0.647,0.69,2000
"Paulistana","PI",0.605,0.521,0.629,0.664,2000
"Pedra Branca","CE",0.605,0.508,0.674,0.632,2000
"Pedro II","PI",0.605,0.469,0.684,0.662,2000
"Piraí do Norte","BA",0.605,0.459,0.694,0.661,2000
"Potiraguá","BA",0.605,0.474,0.657,0.683,2000
"Presidente Juscelino","RN",0.605,0.548,0.646,0.622,2000
"Presidente Tancredo Neves","BA",0.605,0.509,0.626,0.681,2000
"Sítio Novo","RN",0.605,0.46,0.704,0.651,2000
"Sucupira do Riachão","MA",0.605,0.477,0.657,0.681,2000
"Viseu","PA",0.605,0.448,0.685,0.683,2000
"Aporá","BA",0.604,0.486,0.657,0.668,2000
"Beneditinos","PI",0.604,0.499,0.672,0.641,2000
"Iguaraci","PE",0.604,0.511,0.613,0.689,2000
"Jaguaripe","BA",0.604,0.489,0.669,0.653,2000
"Janduís","RN",0.604,0.514,0.609,0.688,2000
"Japoatã","SE",0.604,0.49,0.646,0.677,2000
"Lucena","PB",0.604,0.504,0.642,0.667,2000
"Mata Verde","MG",0.604,0.563,0.595,0.654,2000
"Mombaça","CE",0.604,0.494,0.677,0.641,2000
"Ninheira","MG",0.604,0.495,0.743,0.573,2000
"Pilar","AL",0.604,0.522,0.634,0.657,2000
"Riacho dos Machados","MG",0.604,0.483,0.614,0.714,2000
"Serra Preta","BA",0.604,0.487,0.617,0.709,2000
"Souto Soares","BA",0.604,0.496,0.571,0.746,2000
"Tarauacá","AC",0.604,0.528,0.682,0.601,2000
"Amparo","PB",0.603,0.495,0.619,0.696,2000
"Barra do Choça","BA",0.603,0.486,0.642,0.681,2000
"Capitão de Campos","PI",0.603,0.462,0.656,0.692,2000
"Comercinho","MG",0.603,0.46,0.628,0.721,2000
"Condado","PB",0.603,0.505,0.609,0.695,2000
"Itanagra","BA",0.603,0.488,0.619,0.701,2000
"Loreto","MA",0.603,0.453,0.617,0.74,2000
"Manga","MG",0.603,0.514,0.573,0.722,2000
"Monteiro","PB",0.603,0.563,0.568,0.678,2000
"Muquém de São Francisco","BA",0.603,0.491,0.617,0.701,2000
"Novo Oriente do Piauí","PI",0.603,0.502,0.647,0.66,2000
"Paes Landim","PI",0.603,0.478,0.619,0.712,2000
"Ribeira do Pombal","BA",0.603,0.555,0.522,0.731,2000
"Rio Tinto","PB",0.603,0.537,0.555,0.717,2000
"Sento Sé","BA",0.603,0.486,0.61,0.714,2000
"Amparo de São Francisco","SE",0.602,0.51,0.568,0.727,2000
"Angelim","PE",0.602,0.514,0.627,0.666,2000
"Bacabeira","MA",0.602,0.458,0.591,0.758,2000
"Cardeal da Silva","BA",0.602,0.482,0.597,0.727,2000
"Carrapateira","PB",0.602,0.498,0.661,0.646,2000
"Encruzilhada","BA",0.602,0.505,0.685,0.615,2000
"Ibititá","BA",0.602,0.513,0.54,0.754,2000
"Igarapé Grande","MA",0.602,0.482,0.597,0.726,2000
"Matias Cardoso","MG",0.602,0.463,0.655,0.689,2000
"Monsenhor Hipólito","PI",0.602,0.562,0.62,0.625,2000
"Novo Oriente","CE",0.602,0.501,0.674,0.63,2000
"Paulo Jacinto","AL",0.602,0.474,0.672,0.659,2000
"Salgadinho","PE",0.602,0.502,0.665,0.64,2000
"Santa Terezinha","PE",0.602,0.495,0.614,0.697,2000
"São José do Brejo do Cruz","PB",0.602,0.485,0.671,0.649,2000
"Verdelândia","MG",0.602,0.458,0.697,0.652,2000
"Canarana","BA",0.601,0.52,0.522,0.761,2000
"Canavieira","PI",0.601,0.465,0.645,0.693,2000
"Cristalândia do Piauí","PI",0.601,0.484,0.616,0.702,2000
"Elesbão Veloso","PI",0.601,0.488,0.637,0.678,2000
"Ibirapitanga","BA",0.601,0.483,0.651,0.668,2000
"Igrapiúna","BA",0.601,0.467,0.694,0.642,2000
"Ipiranga do Piauí","PI",0.601,0.514,0.568,0.72,2000
"Itarema","CE",0.601,0.465,0.666,0.671,2000
"Lagoa d'Anta","RN",0.601,0.499,0.646,0.658,2000
"Machados","PE",0.601,0.522,0.639,0.641,2000
"Manoel Urbano","AC",0.601,0.527,0.682,0.593,2000
"Pedra","PE",0.601,0.519,0.651,0.633,2000
"Pedrinhas","SE",0.601,0.517,0.563,0.723,2000
"Santo Antônio do Retiro","MG",0.601,0.46,0.682,0.662,2000
"Telha","SE",0.601,0.512,0.582,0.709,2000
"Umbaúba","SE",0.601,0.523,0.591,0.689,2000
"União","PI",0.601,0.469,0.666,0.669,2000
"Alcântara","MA",0.6,0.458,0.601,0.741,2000
"Baraúna","RN",0.6,0.522,0.63,0.648,2000
"Belém","AL",0.6,0.482,0.655,0.663,2000
"Boa Ventura","PB",0.6,0.472,0.667,0.661,2000
"Borborema","PB",0.6,0.516,0.643,0.64,2000
"Buritinópolis","GO",0.6,0.479,0.602,0.719,2000
"Canguaretama","RN",0.6,0.486,0.633,0.68,2000
"Coronel Ezequiel","RN",0.6,0.468,0.704,0.629,2000
"Deputado Irapuan Pinheiro","CE",0.6,0.51,0.618,0.671,2000
"Dormentes","PE",0.6,0.471,0.645,0.685,2000
"Ipubi","PE",0.6,0.515,0.657,0.628,2000
"Marcionílio Souza","BA",0.6,0.508,0.577,0.714,2000
"Massapê","CE",0.6,0.48,0.682,0.637,2000
"Normandia","RR",0.6,0.472,0.582,0.747,2000
"Pau Brasil","BA",0.6,0.53,0.587,0.683,2000
"Pinhão","SE",0.6,0.521,0.622,0.656,2000
"Ponto Novo","BA",0.6,0.456,0.627,0.717,2000
"Rio Real","BA",0.6,0.535,0.55,0.716,2000
"Santa Helena","MA",0.6,0.515,0.558,0.726,2000
"Senador Sá","CE",0.6,0.445,0.697,0.659,2000
"Serra de São Bento","RN",0.6,0.446,0.704,0.649,2000
"Sítio do Mato","BA",0.6,0.432,0.64,0.729,2000
"Tururu","CE",0.6,0.446,0.686,0.668,2000
"União dos Palmares","AL",0.6,0.526,0.655,0.619,2000
"Areial","PB",0.599,0.518,0.556,0.724,2000
"Bananeiras","PB",0.599,0.489,0.675,0.633,2000
"Berizal","MG",0.599,0.492,0.588,0.716,2000
"Borba","AM",0.599,0.458,0.604,0.734,2000
"Canudos","BA",0.599,0.494,0.589,0.715,2000
"Fronteira dos Vales","MG",0.599,0.484,0.695,0.619,2000
"Lagoa do Piauí","PI",0.599,0.456,0.644,0.698,2000
"Macururé","BA",0.599,0.475,0.573,0.749,2000
"Ouro Branco","AL",0.599,0.473,0.626,0.699,2000
"Porto Calvo","AL",0.599,0.478,0.677,0.641,2000
"Quixaba","PB",0.599,0.489,0.604,0.704,2000
"Santa Cruz de Salinas","MG",0.599,0.471,0.588,0.738,2000
"Tabocas do Brejo Velho","BA",0.599,0.475,0.671,0.651,2000
"Tasso Fragoso","MA",0.599,0.481,0.545,0.771,2000
"Uarini","AM",0.599,0.489,0.664,0.644,2000
"Cafarnaum","BA",0.598,0.516,0.54,0.738,2000
"Doutor Severiano","RN",0.598,0.446,0.652,0.697,2000
"Jampruca","MG",0.598,0.541,0.573,0.68,2000
"Lábrea","AM",0.598,0.473,0.688,0.633,2000
"Lagoa Salgada","RN",0.598,0.482,0.689,0.622,2000
"Marcolândia","PI",0.598,0.526,0.632,0.636,2000
"Messias","AL",0.598,0.492,0.646,0.656,2000
"Nova Esperança do Piriá","PA",0.598,0.516,0.684,0.595,2000
"Planalto","BA",0.598,0.527,0.611,0.656,2000
"Porto do Mangue","RN",0.598,0.494,0.647,0.652,2000
"Rio do Fogo","RN",0.598,0.482,0.64,0.671,2000
"Sairé","PE",0.598,0.514,0.661,0.62,2000
"São Vicente Ferrer","PE",0.598,0.501,0.657,0.637,2000
"Serra do Ramalho","BA",0.598,0.458,0.598,0.738,2000
"Serrinha","RN",0.598,0.481,0.678,0.634,2000
"Tacaimbó","PE",0.598,0.503,0.667,0.623,2000
"Vargem Grande do Rio Pardo","MG",0.598,0.503,0.588,0.702,2000
"Zabelê","PB",0.598,0.523,0.596,0.674,2000
"Acopiara","CE",0.597,0.524,0.618,0.65,2000
"Água Branca","AL",0.597,0.482,0.675,0.633,2000
"Água Preta","PE",0.597,0.471,0.677,0.642,2000
"Aracoiaba","CE",0.597,0.487,0.632,0.672,2000
"Canhoba","SE",0.597,0.475,0.62,0.695,2000
"Cocal de Telha","PI",0.597,0.475,0.684,0.632,2000
"Curral de Dentro","MG",0.597,0.515,0.571,0.704,2000
"Granito","PE",0.597,0.475,0.657,0.66,2000
"Ibaretama","CE",0.597,0.463,0.659,0.669,2000
"Jucás","CE",0.597,0.471,0.616,0.705,2000
"Lavandeira","TO",0.597,0.445,0.594,0.752,2000
"Macaparana","PE",0.597,0.5,0.639,0.651,2000
"Muribeca","SE",0.597,0.503,0.535,0.753,2000
"Paramoti","CE",0.597,0.449,0.666,0.675,2000
"Poço Verde","SE",0.597,0.511,0.573,0.707,2000
"Poranga","CE",0.597,0.466,0.675,0.65,2000
"Riachinho","TO",0.597,0.453,0.58,0.757,2000
"Tenente Ananias","RN",0.597,0.465,0.648,0.677,2000
"Vereda","BA",0.597,0.52,0.607,0.663,2000
"Aracatu","BA",0.596,0.477,0.661,0.65,2000
"Biritinga","BA",0.596,0.502,0.603,0.682,2000
"Castelo do Piauí","PI",0.596,0.487,0.66,0.641,2000
"Curralinho","PA",0.596,0.468,0.655,0.666,2000
"Dom Inocêncio","PI",0.596,0.469,0.636,0.684,2000
"Euclides da Cunha","BA",0.596,0.502,0.589,0.698,2000
"Godofredo Viana","MA",0.596,0.47,0.577,0.741,2000
"Januário Cicco","RN",0.596,0.473,0.672,0.644,2000
"João Costa","PI",0.596,0.461,0.632,0.694,2000
"João Dourado","BA",0.596,0.539,0.522,0.728,2000
"Mascote","BA",0.596,0.489,0.61,0.688,2000
"Nova Canaã","BA",0.596,0.508,0.613,0.668,2000
"Nova Soure","BA",0.596,0.489,0.629,0.67,2000
"Olinda Nova do Maranhão","MA",0.596,0.442,0.603,0.743,2000
"Palmeirina","PE",0.596,0.534,0.627,0.626,2000
"Paripiranga","BA",0.596,0.531,0.591,0.667,2000
"Pindobaçu","BA",0.596,0.501,0.573,0.713,2000
"Potengi","CE",0.596,0.501,0.691,0.597,2000
"Tamandaré","PE",0.596,0.513,0.627,0.649,2000
"Tobias Barreto","SE",0.596,0.543,0.573,0.673,2000
"Utinga","BA",0.596,0.504,0.56,0.723,2000
"Abaré","BA",0.595,0.504,0.573,0.707,2000
"Anajás","PA",0.595,0.524,0.733,0.529,2000
"Bela Cruz","CE",0.595,0.461,0.621,0.703,2000
"Belém","PB",0.595,0.514,0.632,0.639,2000
"Benedito Leite","MA",0.595,0.482,0.617,0.686,2000
"Bodó","RN",0.595,0.485,0.596,0.704,2000
"Buriticupu","MA",0.595,0.55,0.606,0.628,2000
"Campo Alegre","AL",0.595,0.473,0.664,0.649,2000
"Caracol","PI",0.595,0.488,0.651,0.645,2000
"Coremas","PB",0.595,0.513,0.628,0.644,2000
"Curral Velho","PB",0.595,0.461,0.649,0.675,2000
"Ponto dos Volantes","MG",0.595,0.465,0.653,0.666,2000
"Queimadas","PB",0.595,0.517,0.57,0.698,2000
"São Domingos do Maranhão","MA",0.595,0.525,0.577,0.683,2000
"São Félix de Balsas","MA",0.595,0.473,0.617,0.695,2000
"São João das Missões","MG",0.595,0.444,0.734,0.606,2000
"São João do Rio do Peixe","PB",0.595,0.526,0.561,0.699,2000
"Sussuapara","PI",0.595,0.505,0.61,0.671,2000
"Touros","RN",0.595,0.511,0.6,0.673,2000
"Atalaia","AL",0.594,0.496,0.701,0.585,2000
"Bacuri","MA",0.594,0.486,0.566,0.729,2000
"Baía da Traição","PB",0.594,0.488,0.607,0.688,2000
"Barra de Santo Antônio","AL",0.594,0.478,0.667,0.636,2000
"Conde","BA",0.594,0.502,0.628,0.653,2000
"Gracho Cardoso","SE",0.594,0.505,0.568,0.709,2000
"Junco do Seridó","PB",0.594,0.5,0.565,0.718,2000
"Lagoa de Pedras","RN",0.594,0.457,0.695,0.63,2000
"Maraú","BA",0.594,0.534,0.669,0.58,2000
"Moraújo","CE",0.594,0.441,0.664,0.678,2000
"Nossa Senhora de Nazaré","PI",0.594,0.458,0.616,0.708,2000
"Nova Colinas","MA",0.594,0.438,0.617,0.727,2000
"Ocara","CE",0.594,0.447,0.648,0.687,2000
"Pitimbu","PB",0.594,0.509,0.606,0.666,2000
"Santa Helena de Minas","MG",0.594,0.511,0.627,0.644,2000
"Santa Luzia do Pará","PA",0.594,0.469,0.637,0.675,2000
"Santana do Matos","RN",0.594,0.484,0.596,0.701,2000
"São Domingos","SE",0.594,0.507,0.6,0.675,2000
"Sucupira do Norte","MA",0.594,0.449,0.598,0.734,2000
"Tanque do Piauí","PI",0.594,0.488,0.583,0.712,2000
"Vila Nova dos Martírios","MA",0.594,0.497,0.608,0.676,2000
"Vitorino Freire","MA",0.594,0.511,0.606,0.665,2000
"Barcelos","AM",0.593,0.479,0.763,0.537,2000
"Betânia","PE",0.593,0.455,0.663,0.662,2000
"Bonito","PE",0.593,0.546,0.61,0.623,2000
"Capoeiras","PE",0.593,0.489,0.639,0.651,2000
"Codajás","AM",0.593,0.484,0.615,0.679,2000
"Davinópolis","MA",0.593,0.492,0.549,0.737,2000
"Esperantinópolis","MA",0.593,0.482,0.618,0.68,2000
"Graça","CE",0.593,0.434,0.7,0.644,2000
"Guaratinga","BA",0.593,0.506,0.625,0.648,2000
"Irajuba","BA",0.593,0.49,0.627,0.662,2000
"Júlio Borges","PI",0.593,0.43,0.561,0.788,2000
"Monte das Gameleiras","RN",0.593,0.468,0.704,0.608,2000
"Olindina","BA",0.593,0.517,0.573,0.69,2000
"Peri Mirim","MA",0.593,0.451,0.603,0.725,2000
"São Braz do Piauí","PI",0.593,0.475,0.63,0.673,2000
"São João","PE",0.593,0.497,0.61,0.672,2000
"São José de Espinharas","PB",0.593,0.487,0.591,0.702,2000
"Viçosa do Ceará","CE",0.593,0.45,0.693,0.636,2000
"Anapurus","MA",0.592,0.538,0.573,0.665,2000
"Baianópolis","BA",0.592,0.498,0.622,0.655,2000
"Banzaê","BA",0.592,0.483,0.564,0.728,2000
"Baraúna","PB",0.592,0.498,0.594,0.685,2000
"Cabaceiras do Paraguaçu","BA",0.592,0.469,0.631,0.676,2000
"Cerro Corá","RN",0.592,0.482,0.596,0.697,2000
"Coronel João Pessoa","RN",0.592,0.442,0.652,0.682,2000
"Érico Cardoso","BA",0.592,0.492,0.67,0.613,2000
"Exu","PE",0.592,0.482,0.624,0.67,2000
"Governador Nunes Freire","MA",0.592,0.521,0.601,0.655,2000
"Iaçu","BA",0.592,0.519,0.523,0.733,2000
"Ipecaetá","BA",0.592,0.477,0.593,0.706,2000
"Matina","BA",0.592,0.419,0.69,0.668,2000
"Nilo Peçanha","BA",0.592,0.488,0.571,0.717,2000
"Paraibano","MA",0.592,0.526,0.583,0.666,2000
"Parnaguá","PI",0.592,0.474,0.616,0.685,2000
"Pocinhos","PB",0.592,0.49,0.6,0.687,2000
"Quixelã","CE",0.592,0.474,0.7,0.602,2000
"Santa Rita","MA",0.592,0.475,0.592,0.708,2000
"São Bento","MA",0.592,0.474,0.561,0.741,2000
"São João Batista","MA",0.592,0.489,0.561,0.725,2000
"Sítio Novo do Tocantins","TO",0.592,0.483,0.545,0.749,2000
"Bonito","BA",0.591,0.496,0.552,0.726,2000
"Caririaçu","CE",0.591,0.463,0.619,0.691,2000
"Central do Maranhão","MA",0.591,0.449,0.64,0.683,2000
"Coreaú","CE",0.591,0.468,0.68,0.624,2000
"Cubati","PB",0.591,0.519,0.564,0.689,2000
"Esperantina","PI",0.591,0.516,0.574,0.684,2000
"Lastro","PB",0.591,0.464,0.646,0.664,2000
"Riachão","MA",0.591,0.492,0.545,0.736,2000
"Simão Dias","SE",0.591,0.517,0.573,0.683,2000
"Teolândia","BA",0.591,0.458,0.664,0.652,2000
"Várzea da Roça","BA",0.591,0.475,0.607,0.691,2000
"Altinho","PE",0.59,0.512,0.627,0.63,2000
"Belém de Maria","PE",0.59,0.484,0.627,0.658,2000
"Flores do Piauí","PI",0.59,0.483,0.673,0.613,2000
"Gameleira","PE",0.59,0.496,0.627,0.648,2000
"Ielmo Marinho","RN",0.59,0.474,0.672,0.623,2000
"Itabaianinha","SE",0.59,0.518,0.591,0.661,2000
"Macajuba","BA",0.59,0.466,0.607,0.696,2000
"Marizópolis","PB",0.59,0.521,0.586,0.664,2000
"Rio do Antônio","BA",0.59,0.481,0.614,0.674,2000
"Serra Grande","PB",0.59,0.491,0.637,0.642,2000
"Zé Doca","MA",0.59,0.498,0.584,0.689,2000
"Baixio","CE",0.589,0.476,0.562,0.729,2000
"Cajari","MA",0.589,0.413,0.561,0.794,2000
"Chorrochó","BA",0.589,0.478,0.556,0.732,2000
"Ibiara","PB",0.589,0.481,0.649,0.638,2000
"Mirangaba","BA",0.589,0.463,0.568,0.736,2000
"Montezuma","MG",0.589,0.511,0.571,0.684,2000
"Riacho de Santo Antônio","PB",0.589,0.508,0.591,0.668,2000
"Upanema","RN",0.589,0.476,0.609,0.681,2000
"Aramari","BA",0.588,0.533,0.543,0.688,2000
"Barra d'Alcântara","PI",0.588,0.469,0.65,0.646,2000
"Caldeirão Grande","BA",0.588,0.459,0.568,0.737,2000
"Campinas do Piauí","PI",0.588,0.468,0.626,0.669,2000
"Canhotinho","PE",0.588,0.513,0.626,0.626,2000
"Casinhas","PE",0.588,0.506,0.62,0.638,2000
"Chapadinha","MA",0.588,0.492,0.573,0.698,2000
"Coelho Neto","MA",0.588,0.515,0.545,0.705,2000
"Cuité","PB",0.588,0.517,0.569,0.679,2000
"Itacaré","BA",0.588,0.514,0.57,0.681,2000
"Jaqueira","PE",0.588,0.47,0.619,0.674,2000
"Manoel Vitorino","BA",0.588,0.475,0.648,0.64,2000
"Santa Cruz dos Milagres","PI",0.588,0.473,0.619,0.673,2000
"São José da Laje","AL",0.588,0.515,0.641,0.609,2000
"São Pedro da Água Branca","MA",0.588,0.522,0.541,0.701,2000
"Senador Elói de Souza","RN",0.588,0.491,0.615,0.658,2000
"Senador La Rocque","MA",0.588,0.471,0.608,0.685,2000
"Água Nova","RN",0.587,0.446,0.652,0.664,2000
"Arneiroz","CE",0.587,0.453,0.615,0.693,2000
"Coivaras","PI",0.587,0.452,0.658,0.652,2000
"Correntes","PE",0.587,0.516,0.592,0.652,2000
"Goiatins","TO",0.587,0.473,0.591,0.698,2000
"Itaquitinga","PE",0.587,0.508,0.578,0.676,2000
"Jatobá do Piauí","PI",0.587,0.48,0.616,0.664,2000
"João Dias","RN",0.587,0.427,0.683,0.65,2000
"Maetinga","BA",0.587,0.459,0.674,0.629,2000
"Nova Redenção","BA",0.587,0.493,0.603,0.664,2000
"Palmeirais","PI",0.587,0.46,0.658,0.643,2000
"Pedra Grande","RN",0.587,0.481,0.606,0.674,2000
"Presidente Jânio Quadros","BA",0.587,0.48,0.67,0.61,2000
"Tavares","PB",0.587,0.46,0.626,0.676,2000
"Tonantins","AM",0.587,0.451,0.648,0.663,2000
"Uruoca","CE",0.587,0.449,0.681,0.631,2000
"Anagé","BA",0.586,0.462,0.648,0.647,2000
"Barra","BA",0.586,0.446,0.65,0.663,2000
"Brejinho","PE",0.586,0.462,0.613,0.684,2000
"Crisólita","MG",0.586,0.525,0.623,0.611,2000
"Filadélfia","BA",0.586,0.44,0.566,0.753,2000
"Francisco Ayres","PI",0.586,0.463,0.642,0.652,2000
"Fruta de Leite","MG",0.586,0.444,0.701,0.613,2000
"Gongogi","BA",0.586,0.459,0.651,0.649,2000
"Itagi","BA",0.586,0.518,0.547,0.693,2000
"Itaguaçu da Bahia","BA",0.586,0.472,0.617,0.668,2000
"Itaquara","BA",0.586,0.51,0.577,0.671,2000
"Livramento","PB",0.586,0.459,0.581,0.718,2000
"Montanhas","RN",0.586,0.491,0.615,0.651,2000
"Santa Teresinha","PB",0.586,0.485,0.591,0.682,2000
"Tanque d'Arca","AL",0.586,0.473,0.668,0.618,2000
"Várzea Nova","BA",0.586,0.501,0.544,0.714,2000
"Bertópolis","MG",0.585,0.523,0.587,0.644,2000
"Igreja Nova","AL",0.585,0.449,0.698,0.609,2000
"Itainópolis","PI",0.585,0.538,0.592,0.624,2000
"Monte Alegre do Piauí","PI",0.585,0.47,0.588,0.696,2000
"Santa Terezinha do Tocantins","TO",0.585,0.455,0.516,0.783,2000
"Tacaratu","PE",0.585,0.482,0.598,0.676,2000
"Araripe","CE",0.584,0.467,0.647,0.638,2000
"Bom Jesus da Serra","BA",0.584,0.434,0.648,0.669,2000
"Cândido Mendes","MA",0.584,0.46,0.567,0.725,2000
"Ilha das Flores","SE",0.584,0.479,0.551,0.723,2000
"Mateiros","TO",0.584,0.448,0.674,0.63,2000
"Pacatuba","SE",0.584,0.438,0.646,0.667,2000
"Penalva","MA",0.584,0.456,0.603,0.694,2000
"Santa Rosa do Piauí","PI",0.584,0.491,0.555,0.706,2000
"São Mateus do Maranhão","MA",0.584,0.498,0.585,0.67,2000
"Taipu","RN",0.584,0.472,0.6,0.679,2000
"Umari","CE",0.584,0.468,0.562,0.722,2000
"Buriti Bravo","MA",0.583,0.466,0.631,0.653,2000
"Carnaíba","PE",0.583,0.472,0.613,0.664,2000
"Isaías Coelho","PI",0.583,0.444,0.617,0.688,2000
"Jataúba","PE",0.583,0.488,0.639,0.621,2000
"Jucuruçu","BA",0.583,0.508,0.618,0.624,2000
"Lajedinho","BA",0.583,0.455,0.576,0.719,2000
"Martinópole","CE",0.583,0.462,0.621,0.667,2000
"Miraíma","CE",0.583,0.426,0.682,0.642,2000
"Nossa Senhora de Lourdes","SE",0.583,0.495,0.551,0.702,2000
"Redenção do Gurguéia","PI",0.583,0.474,0.545,0.729,2000
"Riacho dos Cavalos","PB",0.583,0.486,0.637,0.626,2000
"Santa Luzia","BA",0.583,0.482,0.587,0.68,2000
"Taquarana","AL",0.583,0.466,0.669,0.613,2000
"Amarante do Maranhão","MA",0.582,0.45,0.609,0.688,2000
"Aroazes","PI",0.582,0.488,0.582,0.676,2000
"Buritirama","BA",0.582,0.391,0.65,0.704,2000
"Calçado","PE",0.582,0.491,0.606,0.649,2000
"Campestre","AL",0.582,0.489,0.601,0.657,2000
"Caridade do Piauí","PI",0.582,0.451,0.632,0.664,2000
"Cortês","PE",0.582,0.492,0.572,0.682,2000
"Itaeté","BA",0.582,0.457,0.617,0.673,2000
"Jaicós","PI",0.582,0.511,0.639,0.595,2000
"Lagoa Alegre","PI",0.582,0.442,0.666,0.639,2000
"Mosquito","TO",0.582,0.489,0.545,0.711,2000
"Novo Oriente de Minas","MG",0.582,0.504,0.627,0.615,2000
"Olho d'Água do Piauí","PI",0.582,0.463,0.635,0.649,2000
"Poção de Pedras","MA",0.582,0.444,0.617,0.686,2000
"Santa Filomena","PE",0.582,0.427,0.677,0.642,2000
"São João do Araguaia","PA",0.582,0.476,0.598,0.671,2000
"São Luís do Quitunde","AL",0.582,0.482,0.701,0.562,2000
"Sigefredo Pacheco","PI",0.582,0.433,0.656,0.657,2000
"Tucano","BA",0.582,0.492,0.589,0.666,2000
"Barras","PI",0.581,0.494,0.604,0.646,2000
"Cacimba de Areia","PB",0.581,0.485,0.608,0.651,2000
"Camalaú","PB",0.581,0.49,0.619,0.635,2000
"Carira","SE",0.581,0.524,0.584,0.634,2000
"Chaves","PA",0.581,0.464,0.71,0.568,2000
"Espírito Santo","RN",0.581,0.484,0.615,0.644,2000
"Gameleiras","MG",0.581,0.473,0.575,0.694,2000
"Juazeirinho","PB",0.581,0.496,0.562,0.685,2000
"Lima Campos","MA",0.581,0.502,0.585,0.655,2000
"Mamanguape","PB",0.581,0.54,0.555,0.648,2000
"Novo Triunfo","BA",0.581,0.461,0.564,0.719,2000
"Pedra Lavrada","PB",0.581,0.492,0.562,0.69,2000
